Date,NDVI,Field_ID,Location,Season
2023-06-25,0.2138826127115955,north_field_b,North,
2023-06-25,0.1967614783017352,north_field_d,North,
2023-06-30,0.2486790086175611,north_field_f,North,
2023-06-30,0.1794610737706729,north_field_c,North,
2023-06-30,0.1257343425853736,north_field_d,North,
2023-06-30,0.1971743049635222,north_field_b,North,
2023-06-30,0.2006361396538186,north_field_k,North,
2023-06-30,0.2123709344962562,north_field_i,North,
2023-06-30,0.2047424794687501,north_field_g,North,
2023-06-30,0.1959475988107458,north_field_l,North,
2023-06-30,0.2281364333621055,north_field_a,North,
2023-06-30,0.2270325112731646,north_field_e,North,
2023-06-30,0.2516540852630599,north_field_h,North,
2023-06-30,0.1761222857815815,north_field_j,North,
2023-06-30,0.2517813243484083,north_field_m,North,
2023-07-30,0.1887241943067077,north_field_g,North,
2023-07-30,0.1688446031800939,north_field_b,North,
2023-07-30,0.1724035262188069,north_field_j,North,
2023-07-30,0.1826096033400242,north_field_k,North,
2023-07-30,0.2110674931937341,north_field_f,North,
2023-07-30,0.3795955104113148,north_field_c,North,
2023-07-30,0.2084010167269951,north_field_h,North,
2023-07-30,0.4317099688388791,north_field_d,North,
2023-07-30,0.19650138241022,north_field_i,North,
2023-07-30,0.1858113582811026,north_field_l,North,
2023-07-30,0.1997891429186171,north_field_a,North,
2023-07-30,0.7784694234908078,north_field_e,North,
2023-07-30,0.2213028385656833,north_field_m,North,
2023-08-14,0.172117268999027,north_field_k,North,
2023-08-14,0.1605452532217862,north_field_j,North,
2023-08-14,0.4913248560876404,north_field_d,North,
2023-08-14,0.1744333991534918,north_field_l,North,
2023-08-14,0.8406833076200332,north_field_e,North,
2023-08-14,0.7693770575186031,north_field_c,North,
2023-08-14,0.1846087814228417,north_field_i,North,
2023-08-14,0.1863616817074939,north_field_a,North,
2023-08-14,0.1920495023779782,north_field_h,North,
2023-08-14,0.2058415374024297,north_field_m,North,
2023-08-14,0.1599684813071202,north_field_b,North,
2023-08-14,0.1750524819674667,north_field_g,North,
2023-08-14,0.1951838477201066,north_field_f,North,
2023-08-19,0.1860565090501411,north_field_f,North,
2023-08-19,0.1788484172445633,north_field_a,North,
2023-08-19,0.1668688949094484,north_field_g,North,
2023-08-19,0.1659800280422841,north_field_l,North,
2023-08-19,0.1655073198055301,north_field_k,North,
2023-08-19,0.1505733744918908,north_field_b,North,
2023-08-19,0.1971667022039634,north_field_m,North,
2023-08-19,0.8069716683428283,north_field_c,North,
2023-08-19,0.1533222175460698,north_field_j,North,
2023-08-19,0.4990884436932515,north_field_d,North,
2023-08-19,0.1826952507055344,north_field_h,North,
2023-08-19,0.8429540695049632,north_field_e,North,
2023-08-19,0.1751269106253962,north_field_i,North,
2023-09-03,0.1761451153159508,north_field_l,North,
2023-09-03,0.1628646351373097,north_field_j,North,
2023-09-03,0.188616508471837,north_field_f,North,
2023-09-03,0.1708559258574386,north_field_g,North,
2023-09-03,0.5194253011679415,north_field_d,North,
2023-09-03,0.8148027609548442,north_field_c,North,
2023-09-03,0.1774294206541862,north_field_a,North,
2023-09-03,0.8118086070031681,north_field_e,North,
2023-09-03,0.1958999391282884,north_field_m,North,
2023-09-03,0.1534502942664862,north_field_b,North,
2023-09-03,0.1841859059138424,north_field_i,North,
2023-09-03,0.1863193636676818,north_field_h,North,
2023-09-03,0.170372795696262,north_field_k,North,
2023-09-08,0.7680453456983324,north_field_e,North,
2023-09-08,0.1672243482080216,north_field_g,North,
2023-09-08,0.1777640207886069,north_field_h,North,
2023-09-08,0.1818445539705716,north_field_f,North,
2023-09-08,0.8038517782824142,north_field_c,North,
2023-09-08,0.1562859021415574,north_field_j,North,
2023-09-08,0.1537234666718351,north_field_b,North,
2023-09-08,0.1897740282387937,north_field_m,North,
2023-09-08,0.1621300013404299,north_field_k,North,
2023-09-08,0.1727841643364712,north_field_i,North,
2023-09-08,0.1687335850964899,north_field_l,North,
2023-09-08,0.5153265867784752,north_field_d,North,
2023-09-08,0.1735188804901019,north_field_a,North,
2023-09-23,0.533852595020273,north_field_e,North,
2023-09-23,0.1820698401615398,north_field_f,North,
2023-09-23,0.1604440153875237,north_field_k,North,
2023-09-23,0.1724337283108746,north_field_i,North,
2023-09-23,0.1527138399529804,north_field_b,North,
2023-09-23,0.1796405950395477,north_field_h,North,
2023-09-23,0.167787420584992,north_field_a,North,
2023-09-23,0.1662541902710252,north_field_g,North,
2023-09-23,0.1914847888713623,north_field_m,North,
2023-09-23,0.1722849422064339,north_field_l,North,
2023-09-23,0.7727683613569967,north_field_c,North,
2023-09-23,0.1586119558725885,north_field_j,North,
2023-09-23,0.5068859808162388,north_field_d,North,
2023-10-03,0.195721588422359,north_field_m,North,
2023-10-03,0.174340334636715,north_field_f,North,
2023-10-03,0.7030410011745956,north_field_c,North,
2023-10-03,0.1616896104798816,north_field_a,North,
2023-10-03,0.1726980072584784,north_field_h,North,
2023-10-03,0.1483446593078774,north_field_b,North,
2023-10-03,0.1646482512309467,north_field_i,North,
2023-10-03,0.1554644608774862,north_field_k,North,
2023-10-03,0.412750301343658,north_field_d,North,
2023-10-03,0.1633492755827345,north_field_g,North,
2023-10-03,0.1689072897986988,north_field_l,North,
2023-10-03,0.1555066997888612,north_field_j,North,
2023-10-03,0.2260634845700751,north_field_e,North,
2023-10-08,0.1901711765267466,north_field_e,North,
2023-10-08,0.2330568294972321,north_field_d,North,
2023-10-08,0.5667395114692173,north_field_c,North,
2023-10-08,0.1460059063386291,north_field_j,North,
2023-10-08,0.1767063105089803,north_field_m,North,
2023-10-08,0.1639160210926848,north_field_f,North,
2023-10-08,0.1469802055626728,north_field_a,North,
2023-10-08,0.1328775723109405,north_field_b,North,
2023-10-08,0.1482410255623341,north_field_k,North,
2023-10-08,0.1602896271130623,north_field_h,North,
2023-10-08,0.1594907106145779,north_field_l,North,
2023-10-08,0.1499704334826875,north_field_g,North,
2023-10-08,0.155915798480091,north_field_i,North,
2023-10-28,0.1856076404922982,north_field_e,North,
2023-10-28,0.2091903196272596,north_field_m,North,
2023-10-28,0.2057552734828616,north_field_h,North,
2023-10-28,0.1574875070723511,north_field_b,North,
2023-10-28,0.1579400047441522,north_field_i,North,
2023-10-28,0.2069635325090778,north_field_f,North,
2023-10-28,0.2299693573871019,north_field_d,North,
2023-10-28,0.1526120188401374,north_field_k,North,
2023-10-28,0.1464553715741103,north_field_a,North,
2023-10-28,0.1732250041316051,north_field_c,North,
2023-10-28,0.1712047826926105,north_field_l,North,
2023-10-28,0.1836742337751883,north_field_g,North,
2023-10-28,0.14908870681812,north_field_j,North,
2023-11-12,0.2860088472193338,north_field_d,North,
2023-11-12,0.1575570951766065,north_field_a,North,
2023-11-12,0.2565447406963791,north_field_l,North,
2023-11-12,0.2875261149058806,north_field_m,North,
2023-11-12,0.1619108349352847,north_field_j,North,
2023-11-12,0.1538805762380717,north_field_i,North,
2023-11-12,0.1598488712744006,north_field_b,North,
2023-11-12,0.1830152197515504,north_field_h,North,
2023-11-12,0.175439023996674,north_field_c,North,
2023-11-12,0.1777608767173106,north_field_e,North,
2023-11-12,0.2437999051026775,north_field_k,North,
2023-11-12,0.2251215585585954,north_field_f,North,
2023-11-12,0.251073029775726,north_field_g,North,
2023-11-17,0.2648623684350987,north_field_d,North,
2023-11-17,0.1929716125523915,north_field_a,North,
2023-11-17,0.2009061681647256,north_field_k,North,
2023-11-17,0.1116626929433411,north_field_j,North,
2023-11-17,0.2215849532441393,north_field_g,North,
2023-11-17,0.1698069654072207,north_field_h,North,
2023-11-17,0.2619113859208198,north_field_m,North,
2023-11-17,0.1597851545832503,north_field_e,North,
2023-11-17,0.0783955173326311,north_field_i,North,
2023-11-17,0.160658881057131,north_field_c,North,
2023-11-17,0.1649846605735288,north_field_b,North,
2023-11-17,0.2347387424596185,north_field_l,North,
2023-11-17,0.1949146484073983,north_field_f,North,
2023-11-22,0.150245985749663,north_field_c,North,
2023-11-22,0.1336902363734067,north_field_j,North,
2023-11-22,0.2115197288822974,north_field_b,North,
2023-11-22,0.175651248913656,north_field_f,North,
2023-11-22,0.2050529843654753,north_field_g,North,
2023-11-22,0.1543349390163587,north_field_e,North,
2023-11-22,0.185380502001479,north_field_k,North,
2023-11-22,0.1610113131915595,north_field_h,North,
2023-11-22,0.1969561831864742,north_field_a,North,
2023-11-22,0.2167406451494744,north_field_l,North,
2023-11-22,0.1277443777236586,north_field_i,North,
2023-11-22,0.2328114020714467,north_field_d,North,
2023-11-22,0.2478428899680064,north_field_m,North,
2023-11-27,0.1491320197205963,north_field_a,North,
2023-11-27,0.1938337758441329,north_field_g,North,
2023-11-27,0.1764025384314695,north_field_f,North,
2023-11-27,0.166692167305675,north_field_h,North,
2023-11-27,0.2116419784499077,north_field_l,North,
2023-11-27,0.139768515069524,north_field_i,North,
2023-11-27,0.2300496769967146,north_field_d,North,
2023-11-27,0.1457498035534164,north_field_c,North,
2023-11-27,0.1790614429015438,north_field_k,North,
2023-11-27,0.1504502225855507,north_field_b,North,
2023-11-27,0.2444314688168089,north_field_m,North,
2023-11-27,0.1678706405093772,north_field_e,North,
2023-11-27,0.1380369462101623,north_field_j,North,
2023-12-02,0.2919376766399197,north_field_d,North,
2023-12-02,0.148660852775109,north_field_a,North,
2023-12-02,0.28709845386104,north_field_g,North,
2023-12-02,0.2047198302042409,north_field_e,North,
2023-12-02,0.2748727221230782,north_field_m,North,
2023-12-02,0.2367905511279815,north_field_f,North,
2023-12-02,0.2574553704853572,north_field_l,North,
2023-12-02,0.1588662978664464,north_field_c,North,
2023-12-02,0.1562741688325858,north_field_b,North,
2023-12-02,0.2129068007295346,north_field_h,North,
2023-12-02,0.1392553713700383,north_field_i,North,
2023-12-02,0.2244223480384868,north_field_k,North,
2023-12-02,0.1442138616239192,north_field_j,North,
2024-01-01,0.1772454419144285,north_field_j,North,
2024-01-01,0.6137473744255728,north_field_h,North,
2024-01-01,0.490437003321321,north_field_g,North,
2024-01-01,0.2164290282172211,north_field_d,North,
2024-01-01,0.4487930351444187,north_field_e,North,
2024-01-01,0.5706614229655426,north_field_k,North,
2024-01-01,0.4348420932802927,north_field_f,North,
2024-01-01,0.1355262736463333,north_field_i,North,
2024-01-01,0.2288236532250545,north_field_l,North,
2024-01-01,0.1266325226067748,north_field_b,North,
2024-01-01,0.1555093966428734,north_field_a,North,
2024-01-01,0.3586748506120348,north_field_c,North,
2024-01-01,0.4385779839585715,north_field_m,North,
2024-01-11,0.2955041213019695,north_field_m,North,
2024-01-11,0.5458213979700569,north_field_h,North,
2024-01-11,0.2238140356909068,north_field_l,North,
2024-01-11,0.161004002110408,north_field_i,North,
2024-01-11,0.1622719393362136,north_field_a,North,
2024-01-11,0.3319184478180244,north_field_g,North,
2024-01-11,0.1818006677716274,north_field_b,North,
2024-01-11,0.1875348305593225,north_field_j,North,
2024-01-11,0.7190916124859801,north_field_c,North,
2024-01-11,0.2674911601781475,north_field_e,North,
2024-01-11,0.370657992529151,north_field_f,North,
2024-01-11,0.2762140793254702,north_field_d,North,
2024-01-11,0.3311272762955055,north_field_k,North,
2024-02-05,0.1363852350637239,north_field_i,North,
2024-02-05,0.2456461200766043,north_field_k,North,
2024-02-05,0.0864488536160492,north_field_a,North,
2024-02-05,0.2828131707712257,north_field_l,North,
2024-02-05,0.1562881070346109,north_field_e,North,
2024-02-05,0.0866690285810035,north_field_b,North,
2024-02-05,0.1168997912244545,north_field_d,North,
2024-02-05,0.1866707576618221,north_field_m,North,
2024-02-05,0.1816211675532661,north_field_f,North,
2024-02-05,0.1453216075958592,north_field_j,North,
2024-02-05,0.2792861040220259,north_field_g,North,
2024-02-05,0.1278430201584833,north_field_c,North,
2024-02-05,0.3502267846297214,north_field_h,North,
2024-02-15,0.2702707988707089,north_field_g,North,
2024-02-15,0.1440383119813838,north_field_i,North,
2024-02-15,0.1802382559163619,north_field_e,North,
2024-02-15,0.3261386002250266,north_field_f,North,
2024-02-15,0.3824920806758168,north_field_h,North,
2024-02-15,0.1479681259099,north_field_j,North,
2024-02-15,0.1847469426532872,north_field_d,North,
2024-02-15,0.1341338033463909,north_field_b,North,
2024-02-15,0.1986957008356978,north_field_m,North,
2024-02-15,0.1451018753624244,north_field_a,North,
2024-02-15,0.2422134306652411,north_field_k,North,
2024-02-15,0.3052419833119575,north_field_l,North,
2024-02-15,0.1721493997329493,north_field_c,North,
2024-02-25,0.1747806314221571,north_field_k,North,
2024-02-25,0.1172564711857743,north_field_b,North,
2024-02-25,0.1422066781118775,north_field_a,North,
2024-02-25,0.228376992038047,north_field_g,North,
2024-02-25,0.2378413917398593,north_field_f,North,
2024-02-25,0.1486609088880343,north_field_j,North,
2024-02-25,0.2052906008354061,north_field_l,North,
2024-02-25,0.1330737120238358,north_field_i,North,
2024-02-25,0.1786392591713308,north_field_e,North,
2024-02-25,0.1707567338944338,north_field_d,North,
2024-02-25,0.1561869625616362,north_field_c,North,
2024-02-25,0.2536994753843613,north_field_h,North,
2024-02-25,0.1778222728893298,north_field_m,North,
2024-03-11,0.1515535200197753,north_field_h,North,
2024-03-11,0.1435144412870412,north_field_g,North,
2024-03-11,0.1711798442063223,north_field_f,North,
2024-03-11,0.1781229069198107,north_field_l,North,
2024-03-11,0.1672966787782552,north_field_j,North,
2024-03-11,0.131669646352024,north_field_i,North,
2024-03-11,0.1794777382500614,north_field_m,North,
2024-03-11,0.0496619645758269,north_field_e,North,
2024-03-11,0.0745743625973739,north_field_b,North,
2024-03-11,0.1886221885032035,north_field_k,North,
2024-03-11,0.0760724040021113,north_field_c,North,
2024-03-11,0.1001758381876585,north_field_a,North,
2024-03-11,0.1549876197057535,north_field_d,North,
2024-03-16,0.1433985383379865,north_field_c,North,
2024-03-16,0.1766221161905872,north_field_j,North,
2024-03-16,0.1667947611381612,north_field_k,North,
2024-03-16,0.166948173322377,north_field_e,North,
2024-03-16,0.1745734888191554,north_field_m,North,
2024-03-16,0.1415471652704134,north_field_h,North,
2024-03-16,0.1321796791165405,north_field_b,North,
2024-03-16,0.1424987787866906,north_field_f,North,
2024-03-16,0.1331797807285655,north_field_i,North,
2024-03-16,0.165997881849178,north_field_l,North,
2024-03-16,0.1630039512997361,north_field_d,North,
2024-03-16,0.1223938979659612,north_field_a,North,
2024-03-16,0.1509537843052677,north_field_g,North,
2024-04-10,0.2397573633102025,north_field_d,North,
2024-04-10,0.1986566012556839,north_field_k,North,
2024-04-10,0.1772970605743496,north_field_i,North,
2024-04-10,0.1965146568855033,north_field_h,North,
2024-04-10,0.2296785252111824,north_field_m,North,
2024-04-10,0.3414314321061319,north_field_l,North,
2024-04-10,0.1708133936874158,north_field_c,North,
2024-04-10,0.1950126000969971,north_field_j,North,
2024-04-10,0.4664295134940869,north_field_g,North,
2024-04-10,0.4357265852317787,north_field_a,North,
2024-04-10,0.2594412992395418,north_field_e,North,
2024-04-10,0.3381394397865305,north_field_b,North,
2024-04-10,0.2039865339198706,north_field_f,North,
2024-04-20,0.1736800856840603,north_field_m,North,
2024-04-20,0.3893941474867443,north_field_k,North,
2024-04-20,0.266657000046271,north_field_e,North,
2024-04-20,0.780232402042982,north_field_l,North,
2024-04-20,0.1670728536188766,north_field_i,North,
2024-04-20,0.7750052659929535,north_field_g,North,
2024-04-20,0.1390822090119991,north_field_j,North,
2024-04-20,0.4395288392492805,north_field_h,North,
2024-04-20,0.1461152995977298,north_field_f,North,
2024-04-20,0.6476552422598549,north_field_a,North,
2024-04-20,0.1768522338788894,north_field_c,North,
2024-04-20,0.3703821882987903,north_field_b,North,
2024-04-20,0.2346895895567096,north_field_d,North,
2024-04-25,0.2846846893404602,north_field_d,North,
2024-04-25,0.5991066873094923,north_field_h,North,
2024-04-25,0.8431508588310911,north_field_l,North,
2024-04-25,0.1706658483413644,north_field_m,North,
2024-04-25,0.2346847690980429,north_field_c,North,
2024-04-25,0.4246890773588354,north_field_b,North,
2024-04-25,0.3461329926898653,north_field_e,North,
2024-04-25,0.1390377678485566,north_field_j,North,
2024-04-25,0.746254289908088,north_field_a,North,
2024-04-25,0.1489820155537305,north_field_f,North,
2024-04-25,0.5966451200912396,north_field_k,North,
2024-04-25,0.8039403983002524,north_field_g,North,
2024-04-25,0.1645038188813944,north_field_i,North,
2024-04-30,0.8050188202965171,north_field_a,North,
2024-04-30,0.3123483926423154,north_field_c,North,
2024-04-30,0.8789662873376708,north_field_l,North,
2024-04-30,0.791748655531654,north_field_h,North,
2024-04-30,0.1717360391361932,north_field_f,North,
2024-04-30,0.1642105749051169,north_field_j,North,
2024-04-30,0.2259598030027776,north_field_i,North,
2024-04-30,0.3571088665977922,north_field_d,North,
2024-04-30,0.7683782552219728,north_field_k,North,
2024-04-30,0.3928327062320185,north_field_e,North,
2024-04-30,0.2041843208066262,north_field_m,North,
2024-04-30,0.5089714638156889,north_field_b,North,
2024-04-30,0.8515322676179276,north_field_g,North,
2024-05-05,0.4467162989097004,north_field_e,North,
2024-05-05,0.2720945975149719,north_field_f,North,
2024-05-05,0.5621247454028712,north_field_b,North,
2024-05-05,0.3147454972954926,north_field_i,North,
2024-05-05,0.37287120271514,north_field_c,North,
2024-05-05,0.9011137451033112,north_field_l,North,
2024-05-05,0.335519582474269,north_field_m,North,
2024-05-05,0.3598140584718355,north_field_d,North,
2024-05-05,0.228294012880383,north_field_j,North,
2024-05-05,0.8507901990569332,north_field_k,North,
2024-05-05,0.8250187748728008,north_field_a,North,
2024-05-05,0.8524368844550125,north_field_g,North,
2024-05-05,0.8535672945445608,north_field_h,North,
2024-05-10,0.5123259279048838,north_field_e,North,
2024-05-10,0.8657775294424217,north_field_k,North,
2024-05-10,0.8004029737055378,north_field_a,North,
2024-05-10,0.5997517251282639,north_field_b,North,
2024-05-10,0.58220154532896,north_field_m,North,
2024-05-10,0.3182410986660245,north_field_j,North,
2024-05-10,0.872891961309329,north_field_h,North,
2024-05-10,0.4276701589245583,north_field_d,North,
2024-05-10,0.8995036975914686,north_field_l,North,
2024-05-10,0.3786760480141668,north_field_i,North,
2024-05-10,0.849056425493568,north_field_g,North,
2024-05-10,0.4058383419274739,north_field_f,North,
2024-05-10,0.5398769424140474,north_field_c,North,
2024-05-20,0.7173285890932034,north_field_c,North,
2024-05-20,0.6489483540657617,north_field_j,North,
2024-05-20,0.6524275351607751,north_field_e,North,
2024-05-20,0.6042113436497493,north_field_i,North,
2024-05-20,0.8541597811974235,north_field_l,North,
2024-05-20,0.8574187545264798,north_field_k,North,
2024-05-20,0.7367505919022876,north_field_f,North,
2024-05-20,0.8169674227559519,north_field_g,North,
2024-05-20,0.8550558860257461,north_field_h,North,
2024-05-20,0.5382067780467052,north_field_d,North,
2024-05-20,0.6517131332923455,north_field_b,North,
2024-05-20,0.8436735503948241,north_field_m,North,
2024-05-20,0.7574161962276047,north_field_a,North,
2024-05-25,0.844698093771261,north_field_l,North,
2024-05-25,0.6953027406715331,north_field_b,North,
2024-05-25,0.7164591836181755,north_field_a,North,
2024-05-25,0.7736361741866239,north_field_j,North,
2024-05-25,0.8226498054866368,north_field_g,North,
2024-05-25,0.6570241706360553,north_field_i,North,
2024-05-25,0.8318968456337931,north_field_f,North,
2024-05-25,0.7701256468370109,north_field_c,North,
2024-05-25,0.8741471820472718,north_field_h,North,
2024-05-25,0.8726223530820296,north_field_m,North,
2024-05-25,0.5954750252590972,north_field_d,North,
2024-05-25,0.7108004080638335,north_field_e,North,
2024-05-25,0.8611507160391271,north_field_k,North,
2024-05-30,0.890147864102026,north_field_m,North,
2024-05-30,0.8478220070023104,north_field_f,North,
2024-05-30,0.8148821328194511,north_field_l,North,
2024-05-30,0.7891274588803718,north_field_c,North,
2024-05-30,0.861371762165853,north_field_h,North,
2024-05-30,0.7320908116525084,north_field_b,North,
2024-05-30,0.7068506021243158,north_field_i,North,
2024-05-30,0.6358899547741445,north_field_d,North,
2024-05-30,0.6962477112692252,north_field_a,North,
2024-05-30,0.8026929417628833,north_field_g,North,
2024-05-30,0.7314882792651776,north_field_e,North,
2024-05-30,0.8060894141487968,north_field_j,North,
2024-05-30,0.8400354483433387,north_field_k,North,
2024-06-04,0.8560375680629424,north_field_k,North,
